TransactionID,CompletedDate
1383981,2020-09-13 00:00:00.000
1383982,2020-10-14 00:00:00.000
1383983,2020-11-12 00:00:00.000
1383984,2020-12-14 00:00:00.000
1383985,2021-01-15 00:00:00.000
1383986,2021-02-16 00:00:00.000
1383987,2021-03-13 00:00:00.000
1383988,2021-04-16 00:00:00.000
1383989,2021-05-14 00:00:00.000
1383990,2021-06-12 00:00:00.000
1383991,2021-07-14 00:00:00.000
1383992,2021-08-13 00:00:00.000
1383993,2021-09-14 00:00:00.000
1383994,2021-10-16 00:00:00.000
1383995,2021-11-13 00:00:00.000
1383996,2021-12-12 00:00:00.000
1384008,2020-10-06 00:00:00.000
1384009,2020-10-14 00:00:00.000
1384010,2020-10-11 00:00:00.000
1384011,2020-04-27 00:00:00.000
1384012,2020-04-17 00:00:00.000
1384013,2020-05-20 00:00:00.000
1384014,2020-08-18 00:00:00.000
1384015,2020-06-17 00:00:00.000
1384016,2020-10-17 00:00:00.000
1384017,2020-03-12 00:00:00.000
1384018,2020-03-22 00:00:00.000
1384019,2020-04-18 00:00:00.000
1384020,2021-09-28 00:00:00.000
1384023,2021-06-17 00:00:00.000
1384026,2021-01-30 00:00:00.000
1384028,2020-12-06 00:00:00.000
1384029,2021-12-22 00:00:00.000
1384044,2021-01-03 00:00:00.000
1384046,2021-01-31 00:00:00.000
1384047,2021-01-06 00:00:00.000
1384052,2020-08-04 00:00:00.000
1384053,2020-06-03 00:00:00.000
1384054,2020-04-27 00:00:00.000
1384056,2020-12-27 00:00:00.000
1384057,2021-03-10 00:00:00.000
1384058,2021-11-18 00:00:00.000
1384059,2021-09-20 00:00:00.000
1384076,2020-04-02 00:00:00.000
1384077,2020-05-03 00:00:00.000
1384078,2020-06-04 00:00:00.000
1384079,2020-07-02 00:00:00.000
1384080,2020-07-31 00:00:00.000
1384081,2020-09-03 00:00:00.000
1384082,2020-10-03 00:00:00.000
1384083,2020-10-31 00:00:00.000
1384084,2020-12-04 00:00:00.000
1384085,2021-01-01 00:00:00.000
1384086,2021-02-02 00:00:00.000
1384087,2021-03-04 00:00:00.000
1384088,2021-03-31 00:00:00.000
1384089,2021-05-01 00:00:00.000
1384090,2021-06-03 00:00:00.000
1384091,2021-06-30 00:00:00.000
1384092,2021-08-03 00:00:00.000
1384093,2021-09-04 00:00:00.000
1384094,2021-10-03 00:00:00.000
1384095,2021-10-31 00:00:00.000
1384096,2021-12-02 00:00:00.000
1384097,2019-12-01 00:00:00.000
1384098,2019-12-27 00:00:00.000
1384099,2020-01-13 00:00:00.000
1384100,2020-01-29 00:00:00.000
1384101,2020-02-26 00:00:00.000
1384102,2020-03-31 00:00:00.000
1384103,2020-04-26 00:00:00.000
1384104,2020-05-28 00:00:00.000
1384105,2020-06-28 00:00:00.000
1384106,2020-07-28 00:00:00.000
1384107,2020-08-25 00:00:00.000
1384108,2020-09-26 00:00:00.000
1384109,2020-10-23 00:00:00.000
1384110,2020-11-22 00:00:00.000
1384111,2020-12-10 00:00:00.000
1384112,2020-12-26 00:00:00.000
1384113,2021-01-24 00:00:00.000
1384114,2021-02-20 00:00:00.000
1384115,2021-03-25 00:00:00.000
1384116,2021-04-22 00:00:00.000
1384117,2021-05-12 00:00:00.000
1384118,2021-05-24 00:00:00.000
1384119,2021-06-22 00:00:00.000
1384120,2021-07-24 00:00:00.000
1384121,2021-08-22 00:00:00.000
1384122,2021-09-20 00:00:00.000
1384123,2021-10-18 00:00:00.000
1384124,2021-11-17 00:00:00.000
1384125,2021-12-10 00:00:00.000
1384126,2021-12-19 00:00:00.000
1392945,2020-02-21 00:00:00.000
1392946,2020-12-02 00:00:00.000
1392947,2020-09-10 00:00:00.000
1392948,2020-08-20 00:00:00.000
1392950,2020-11-05 00:00:00.000
1392951,2020-08-13 00:00:00.000
1392952,2020-10-01 00:00:00.000
1392953,2020-10-07 00:00:00.000
1392954,2020-12-26 00:00:00.000
1392955,2020-10-24 00:00:00.000
1392956,2020-09-27 00:00:00.000
1392958,2020-03-10 00:00:00.000
1392959,2020-10-04 00:00:00.000
1392962,2020-08-05 00:00:00.000
1392963,2020-11-24 00:00:00.000
1392964,2020-09-02 00:00:00.000
1392965,2020-09-13 00:00:00.000
1392966,2020-03-13 00:00:00.000
1392968,2020-09-15 00:00:00.000
1392969,2020-10-31 00:00:00.000
1392970,2020-05-01 00:00:00.000
1392971,2021-12-27 00:00:00.000
1392972,2021-01-25 00:00:00.000
1392973,2021-08-11 00:00:00.000
1392974,2021-12-22 00:00:00.000
1392975,2021-11-29 00:00:00.000
1392976,2021-08-01 00:00:00.000
1392977,2021-03-27 00:00:00.000
1392978,2021-05-03 00:00:00.000
1392979,2021-05-17 00:00:00.000
1392980,2021-05-07 00:00:00.000
1392981,2021-09-19 00:00:00.000
1392982,2021-05-05 00:00:00.000
1392983,2021-09-24 00:00:00.000
1392984,2021-08-24 00:00:00.000
1392985,2021-09-04 00:00:00.000
1392986,2021-08-04 00:00:00.000
1392987,2021-07-04 00:00:00.000
1392988,2021-01-15 00:00:00.000
1392989,2021-02-15 00:00:00.000
1392998,2020-09-16 00:00:00.000
1392999,2020-10-14 00:00:00.000
1393000,2020-11-15 00:00:00.000
1393001,2020-12-14 00:00:00.000
1393002,2021-01-13 00:00:00.000
1393003,2021-02-16 00:00:00.000
1393004,2021-03-15 00:00:00.000
1393005,2021-04-13 00:00:00.000
1393006,2021-05-13 00:00:00.000
1393007,2021-06-14 00:00:00.000
1393008,2021-07-14 00:00:00.000
1393009,2021-08-15 00:00:00.000
1393010,2021-09-12 00:00:00.000
1393011,2021-10-14 00:00:00.000
1393012,2021-11-12 00:00:00.000
1393013,2021-12-13 00:00:00.000
1393015,2020-08-27 00:00:00.000
1393017,2020-09-14 00:00:00.000
1393018,2020-12-15 00:00:00.000
1393019,2021-05-15 00:00:00.000
1393021,2021-11-05 00:00:00.000
1393022,2021-09-18 00:00:00.000
1393023,2021-01-27 00:00:00.000
1393024,2021-01-09 00:00:00.000
1393025,2021-09-12 00:00:00.000
1393029,2021-01-28 00:00:00.000
1393030,2021-01-02 00:00:00.000
1393031,2021-12-21 00:00:00.000
1393038,2021-01-13 00:00:00.000
1393039,2021-01-10 00:00:00.000
1393040,2021-01-17 00:00:00.000
1393041,2021-01-22 00:00:00.000
1393042,2021-01-26 00:00:00.000
1393043,2021-01-23 00:00:00.000
1393050,2021-12-20 00:00:00.000
1393051,2021-07-18 00:00:00.000
1393052,2021-05-31 00:00:00.000
1393053,2021-07-31 00:00:00.000
1393054,2021-01-25 00:00:00.000
1393055,2021-04-16 00:00:00.000
1393056,2021-02-18 00:00:00.000
1393057,2021-05-18 00:00:00.000
1393058,2021-10-25 00:00:00.000
1393067,2020-08-31 00:00:00.000
1393068,2020-10-03 00:00:00.000
1393069,2020-11-01 00:00:00.000
1393070,2020-12-02 00:00:00.000
1393071,2021-01-03 00:00:00.000
1393072,2021-02-02 00:00:00.000
1393073,2021-02-28 00:00:00.000
1393074,2021-04-03 00:00:00.000
1393075,2021-05-03 00:00:00.000
1393076,2021-06-03 00:00:00.000
1393077,2021-07-02 00:00:00.000
1393078,2021-08-03 00:00:00.000
1393079,2021-09-01 00:00:00.000
1393080,2021-10-03 00:00:00.000
1393081,2021-11-03 00:00:00.000
1393082,2021-12-04 00:00:00.000
1393083,2020-03-25 00:00:00.000
1393084,2020-04-22 00:00:00.000
1393085,2020-05-25 00:00:00.000
1393086,2020-06-21 00:00:00.000
1393087,2020-07-24 00:00:00.000
1393088,2020-08-21 00:00:00.000
1393089,2020-08-24 00:00:00.000
1393090,2020-09-14 00:00:00.000
1393091,2020-09-16 00:00:00.000
1393092,2020-09-19 00:00:00.000
1393093,2020-09-19 00:00:00.000
1393094,2020-10-05 00:00:00.000
1393095,2020-10-08 00:00:00.000
1393096,2020-10-20 00:00:00.000
1393097,2020-11-22 00:00:00.000
1393098,2020-12-05 00:00:00.000
1393099,2020-12-20 00:00:00.000
1393100,2021-01-21 00:00:00.000
1393101,2021-02-17 00:00:00.000
1393102,2021-03-18 00:00:00.000
1393103,2021-04-19 00:00:00.000
1393104,2021-05-14 00:00:00.000
1393105,2021-05-19 00:00:00.000
1393106,2021-06-16 00:00:00.000
1393107,2021-07-20 00:00:00.000
1393108,2021-08-03 00:00:00.000
1393109,2021-08-15 00:00:00.000
1393110,2021-09-04 00:00:00.000
1393111,2021-09-17 00:00:00.000
1393112,2021-10-15 00:00:00.000
1393113,2021-11-16 00:00:00.000
1393114,2021-12-14 00:00:00.000
1427118,2019-03-12 00:00:00.000
1427122,2019-04-12 00:00:00.000
1427123,2019-05-13 00:00:00.000
1427124,2019-06-10 00:00:00.000
1427125,2019-07-12 00:00:00.000
1427126,2019-08-09 00:00:00.000
1427127,2019-09-12 00:00:00.000
1427128,2019-10-12 00:00:00.000
1427129,2019-11-12 00:00:00.000
1427130,2019-12-13 00:00:00.000
1427131,2020-01-09 00:00:00.000
1427132,2020-02-10 00:00:00.000
1427133,2020-03-12 00:00:00.000
1427134,2020-04-11 00:00:00.000
1427135,2020-05-10 00:00:00.000
1427136,2020-06-10 00:00:00.000
1427137,2020-07-11 00:00:00.000
1427138,2020-08-13 00:00:00.000
1427139,2020-09-11 00:00:00.000
1427140,2020-10-13 00:00:00.000
1427141,2020-11-11 00:00:00.000
1427142,2020-12-13 00:00:00.000
1427143,2021-01-10 00:00:00.000
1427144,2021-02-10 00:00:00.000
1427145,2021-03-11 00:00:00.000
1427146,2021-04-09 00:00:00.000
1427147,2021-05-11 00:00:00.000
1427148,2021-06-11 00:00:00.000
1427149,2021-07-11 00:00:00.000
1427150,2021-08-11 00:00:00.000
1427151,2021-09-09 00:00:00.000
1427152,2021-10-10 00:00:00.000
1427153,2021-11-13 00:00:00.000
1427154,2021-12-13 00:00:00.000
1427162,2019-08-19 00:00:00.000
1427163,2019-09-11 00:00:00.000
1427164,2019-10-11 00:00:00.000
1427165,2019-11-10 00:00:00.000
1427166,2019-12-14 00:00:00.000
1427167,2020-01-05 00:00:00.000
1427168,2020-02-14 00:00:00.000
1427169,2020-03-23 00:00:00.000
1427170,2020-04-13 00:00:00.000
1427171,2020-05-13 00:00:00.000
1427172,2020-06-15 00:00:00.000
1427173,2020-07-16 00:00:00.000
1427174,2020-08-13 00:00:00.000
1427175,2020-09-15 00:00:00.000
1427176,2020-10-13 00:00:00.000
1427177,2020-11-14 00:00:00.000
1427178,2020-12-12 00:00:00.000
1427179,2021-01-12 00:00:00.000
1427180,2021-02-13 00:00:00.000
1427181,2021-03-12 00:00:00.000
1427182,2021-04-14 00:00:00.000
1427183,2021-05-20 00:00:00.000
1427184,2021-06-14 00:00:00.000
1427185,2021-06-27 00:00:00.000
1427186,2021-08-11 00:00:00.000
1427187,2021-09-12 00:00:00.000
1427188,2021-10-16 00:00:00.000
1427189,2021-11-18 00:00:00.000
1427190,2021-12-09 00:00:00.000
1427198,2019-08-18 00:00:00.000
1427199,2019-09-17 00:00:00.000
1427200,2019-10-17 00:00:00.000
1427201,2019-11-15 00:00:00.000
1427202,2019-12-15 00:00:00.000
1427203,2020-01-17 00:00:00.000
1427204,2020-02-17 00:00:00.000
1427205,2020-03-17 00:00:00.000
1427206,2020-04-17 00:00:00.000
1427207,2020-05-17 00:00:00.000
1427208,2020-06-16 00:00:00.000
1427209,2020-07-16 00:00:00.000
1427210,2020-08-17 00:00:00.000
1427211,2020-09-18 00:00:00.000
1427212,2020-10-14 00:00:00.000
1427213,2020-11-16 00:00:00.000
1427214,2020-12-14 00:00:00.000
1427215,2021-01-16 00:00:00.000
1427216,2021-02-17 00:00:00.000
1427217,2021-03-17 00:00:00.000
1427218,2021-04-15 00:00:00.000
1427219,2021-05-17 00:00:00.000
1427220,2021-06-17 00:00:00.000
1427221,2021-07-15 00:00:00.000
1427222,2021-08-16 00:00:00.000
1427223,2021-09-17 00:00:00.000
1427224,2021-10-14 00:00:00.000
1427225,2021-11-15 00:00:00.000
1427226,2021-12-15 00:00:00.000
1427234,2019-08-14 00:00:00.000
1427235,2019-09-15 00:00:00.000
1427236,2019-10-16 00:00:00.000
1427237,2019-11-16 00:00:00.000
1427238,2019-12-15 00:00:00.000
1427239,2020-01-14 00:00:00.000
1427240,2020-02-13 00:00:00.000
1427241,2020-03-12 00:00:00.000
1427242,2020-04-15 00:00:00.000
1427243,2020-05-12 00:00:00.000
1427244,2020-06-12 00:00:00.000
1427245,2020-07-14 00:00:00.000
1427246,2020-08-12 00:00:00.000
1427247,2020-09-12 00:00:00.000
1427248,2020-10-14 00:00:00.000
1427249,2020-11-15 00:00:00.000
1427250,2020-12-13 00:00:00.000
1427251,2021-01-14 00:00:00.000
1427252,2021-02-13 00:00:00.000
1427253,2021-03-16 00:00:00.000
1427254,2021-04-12 00:00:00.000
1427255,2021-05-15 00:00:00.000
1427256,2021-06-13 00:00:00.000
1427257,2021-07-15 00:00:00.000
1427258,2021-08-15 00:00:00.000
1427259,2021-09-12 00:00:00.000
1427260,2021-10-12 00:00:00.000
1427261,2021-11-13 00:00:00.000
1427262,2021-12-16 00:00:00.000
1427263,2019-11-21 00:00:00.000
1427265,2019-10-19 00:00:00.000
1427267,2019-09-18 00:00:00.000
1427269,2019-11-29 00:00:00.000
1427272,2020-09-01 00:00:00.000
1427273,2020-04-21 00:00:00.000
1427274,2020-04-20 00:00:00.000
1427275,2020-01-29 00:00:00.000
1427278,2020-10-01 00:00:00.000
1427279,2020-11-12 00:00:00.000
1427280,2021-09-19 00:00:00.000
1427281,2021-11-25 00:00:00.000
1427282,2021-11-09 00:00:00.000
1427283,2021-05-26 00:00:00.000
1427284,2021-04-07 00:00:00.000
1427285,2021-04-17 00:00:00.000
1427286,2021-11-04 00:00:00.000
1427287,2021-07-09 00:00:00.000
1427293,2021-01-01 00:00:00.000
1427294,2019-12-13 00:00:00.000
1427295,2020-12-31 00:00:00.000
1427296,2021-12-31 00:00:00.000
1427303,2020-01-07 00:00:00.000
1427304,2020-01-10 00:00:00.000
1427305,2020-01-21 00:00:00.000
1427306,2020-01-21 00:00:00.000
1427307,2020-01-09 00:00:00.000
1427308,2020-01-09 00:00:00.000
1427309,2021-01-13 00:00:00.000
1427310,2021-01-28 00:00:00.000
1427311,2021-01-26 00:00:00.000
1427312,2021-01-09 00:00:00.000
1427313,2021-01-06 00:00:00.000
1427314,2021-01-06 00:00:00.000
1427315,2019-10-18 00:00:00.000
1427317,2019-09-28 00:00:00.000
1427319,2020-10-05 00:00:00.000
1427320,2020-11-11 00:00:00.000
1427321,2020-03-29 00:00:00.000
1427322,2020-10-01 00:00:00.000
1427324,2021-10-23 00:00:00.000
1427325,2021-03-17 00:00:00.000
1427326,2021-10-18 00:00:00.000
1427327,2021-10-12 00:00:00.000
1427328,2021-01-16 00:00:00.000
1427337,2019-09-04 00:00:00.000
1427338,2019-09-30 00:00:00.000
1427339,2019-11-02 00:00:00.000
1427340,2019-11-30 00:00:00.000
1427341,2019-12-31 00:00:00.000
1427342,2020-02-02 00:00:00.000
1427343,2020-02-29 00:00:00.000
1427344,2020-04-02 00:00:00.000
1427345,2020-04-30 00:00:00.000
1427346,2020-06-04 00:00:00.000
1427347,2020-07-01 00:00:00.000
1427348,2020-07-31 00:00:00.000
1427349,2020-09-02 00:00:00.000
1427350,2020-09-30 00:00:00.000
1427351,2020-11-04 00:00:00.000
1427352,2020-12-01 00:00:00.000
1427353,2021-01-02 00:00:00.000
1427354,2021-01-31 00:00:00.000
1427355,2021-03-01 00:00:00.000
1427356,2021-03-31 00:00:00.000
1427357,2021-05-04 00:00:00.000
1427358,2021-06-03 00:00:00.000
1427359,2021-07-03 00:00:00.000
1427360,2021-08-02 00:00:00.000
1427361,2021-08-31 00:00:00.000
1427362,2021-10-03 00:00:00.000
1427363,2021-10-31 00:00:00.000
1427364,2021-12-03 00:00:00.000
1427365,2019-04-12 00:00:00.000
1427366,2019-05-11 00:00:00.000
1427367,2019-06-13 00:00:00.000
1427368,2019-07-10 00:00:00.000
1427369,2019-07-11 00:00:00.000
1427370,2019-08-13 00:00:00.000
1427371,2019-09-08 00:00:00.000
1427372,2019-10-10 00:00:00.000
1427373,2019-11-07 00:00:00.000
1427374,2019-12-07 00:00:00.000
1427375,2020-01-10 00:00:00.000
1427376,2020-02-09 00:00:00.000
1427377,2020-03-07 00:00:00.000
1427378,2020-04-07 00:00:00.000
1427379,2020-05-07 00:00:00.000
1427380,2020-06-05 00:00:00.000
1427381,2020-07-09 00:00:00.000
1427382,2020-08-04 00:00:00.000
1427383,2020-09-05 00:00:00.000
1427384,2020-10-04 00:00:00.000
1427385,2020-11-06 00:00:00.000
1427386,2020-12-02 00:00:00.000
1427387,2021-01-01 00:00:00.000
1427388,2021-02-03 00:00:00.000
1427389,2021-03-04 00:00:00.000
1427390,2021-04-02 00:00:00.000
1427391,2021-06-04 00:00:00.000
1427392,2021-07-02 00:00:00.000
1427393,2021-08-03 00:00:00.000
1427394,2021-08-29 00:00:00.000
1427395,2021-09-28 00:00:00.000
1427396,2021-10-29 00:00:00.000
1427397,2021-11-27 00:00:00.000
1427398,2021-12-28 00:00:00.000
1436752,2016-06-21 00:00:00.000
1436759,2016-07-15 00:00:00.000
1436760,2016-08-16 00:00:00.000
1436761,2016-09-16 00:00:00.000
1436762,2016-10-12 00:00:00.000
1436763,2016-11-13 00:00:00.000
1436764,2016-12-15 00:00:00.000
1436765,2017-01-13 00:00:00.000
1436766,2017-02-12 00:00:00.000
1436767,2017-03-14 00:00:00.000
1436768,2017-04-13 00:00:00.000
1436769,2017-05-15 00:00:00.000
1436770,2017-06-14 00:00:00.000
1436771,2017-07-12 00:00:00.000
1436772,2017-08-16 00:00:00.000
1436773,2017-09-12 00:00:00.000
1436774,2017-10-16 00:00:00.000
1436775,2017-11-12 00:00:00.000
1436776,2017-12-15 00:00:00.000
1436777,2018-01-15 00:00:00.000
1436778,2018-02-15 00:00:00.000
1436779,2018-03-13 00:00:00.000
1436780,2018-04-14 00:00:00.000
1436781,2018-05-12 00:00:00.000
1436782,2018-06-12 00:00:00.000
1436783,2018-07-13 00:00:00.000
1436784,2018-08-13 00:00:00.000
1436785,2018-09-13 00:00:00.000
1436786,2018-10-12 00:00:00.000
1436787,2018-11-13 00:00:00.000
1436788,2018-12-12 00:00:00.000
1436789,2019-01-13 00:00:00.000
1436790,2019-02-13 00:00:00.000
1436791,2019-03-16 00:00:00.000
1436792,2019-04-15 00:00:00.000
1436793,2019-05-16 00:00:00.000
1436794,2019-06-12 00:00:00.000
1436795,2019-07-13 00:00:00.000
1436796,2019-08-13 00:00:00.000
1436797,2019-09-16 00:00:00.000
1436798,2019-10-14 00:00:00.000
1436799,2019-11-16 00:00:00.000
1436800,2019-12-12 00:00:00.000
1436801,2020-01-14 00:00:00.000
1436802,2020-02-14 00:00:00.000
1436803,2020-03-15 00:00:00.000
1436804,2020-04-13 00:00:00.000
1436805,2020-05-16 00:00:00.000
1436806,2020-06-12 00:00:00.000
1436807,2020-07-15 00:00:00.000
1436808,2020-08-13 00:00:00.000
1436809,2020-09-14 00:00:00.000
1436810,2020-10-13 00:00:00.000
1436811,2020-11-14 00:00:00.000
1436812,2020-12-15 00:00:00.000
1436813,2021-01-16 00:00:00.000
1436814,2021-02-16 00:00:00.000
1436815,2021-03-14 00:00:00.000
1436816,2021-04-16 00:00:00.000
1436817,2021-05-15 00:00:00.000
1436818,2021-06-13 00:00:00.000
1436819,2021-07-16 00:00:00.000
1436820,2021-08-14 00:00:00.000
1436821,2021-09-15 00:00:00.000
1436822,2021-10-13 00:00:00.000
1436823,2021-11-14 00:00:00.000
1436824,2021-12-16 00:00:00.000
1436835,2016-11-13 00:00:00.000
1436836,2016-12-13 00:00:00.000
1436837,2017-01-15 00:00:00.000
1436838,2017-02-15 00:00:00.000
1436839,2017-03-16 00:00:00.000
1436840,2017-04-13 00:00:00.000
1436841,2017-05-15 00:00:00.000
1436842,2017-06-15 00:00:00.000
1436843,2017-07-12 00:00:00.000
1436844,2017-08-16 00:00:00.000
1436845,2017-09-13 00:00:00.000
1436846,2017-10-16 00:00:00.000
1436847,2017-11-13 00:00:00.000
1436848,2017-12-16 00:00:00.000
1436849,2018-01-12 00:00:00.000
1436850,2018-02-14 00:00:00.000
1436851,2018-03-16 00:00:00.000
1436852,2018-04-15 00:00:00.000
1436853,2018-05-12 00:00:00.000
1436854,2018-06-12 00:00:00.000
1436855,2018-07-13 00:00:00.000
1436856,2018-08-14 00:00:00.000
1436857,2018-09-12 00:00:00.000
1436858,2018-10-15 00:00:00.000
1436859,2018-11-20 00:00:00.000
1436860,2018-12-27 00:00:00.000
1436861,2019-01-25 00:00:00.000
1436862,2019-02-07 00:00:00.000
1436863,2019-03-16 00:00:00.000
1436864,2019-04-07 00:00:00.000
1436865,2019-05-12 00:00:00.000
1436866,2019-06-03 00:00:00.000
1436867,2019-07-04 00:00:00.000
1436868,2019-08-08 00:00:00.000
1436869,2019-09-18 00:00:00.000
1436870,2019-10-19 00:00:00.000
1436871,2019-11-12 00:00:00.000
1436872,2020-01-01 00:00:00.000
1436873,2020-01-08 00:00:00.000
1436874,2020-02-17 00:00:00.000
1436875,2020-03-22 00:00:00.000
1436876,2020-04-11 00:00:00.000
1436877,2020-05-03 00:00:00.000
1436878,2020-06-21 00:00:00.000
1436879,2020-07-08 00:00:00.000
1436880,2020-08-08 00:00:00.000
1436881,2020-09-11 00:00:00.000
1436882,2020-10-18 00:00:00.000
1436883,2020-11-22 00:00:00.000
1436884,2020-12-15 00:00:00.000
1436885,2021-01-15 00:00:00.000
1436886,2021-02-17 00:00:00.000
1436887,2021-03-07 00:00:00.000
1436888,2021-04-16 00:00:00.000
1436889,2021-05-05 00:00:00.000
1436890,2021-06-11 00:00:00.000
1436891,2021-07-15 00:00:00.000
1436892,2021-08-14 00:00:00.000
1436893,2021-09-21 00:00:00.000
1436894,2021-10-12 00:00:00.000
1436895,2021-11-19 00:00:00.000
1436896,2021-12-02 00:00:00.000
1436900,2016-12-08 00:00:00.000
1436902,2018-04-10 00:00:00.000
1436903,2018-04-25 00:00:00.000
1436904,2018-12-17 00:00:00.000
1436906,2018-12-04 00:00:00.000
1436908,2018-05-09 00:00:00.000
1436909,2019-08-26 00:00:00.000
1436910,2019-11-17 00:00:00.000
1436911,2019-03-17 00:00:00.000
1436912,2019-03-28 00:00:00.000
1436913,2020-05-18 00:00:00.000
1436914,2020-05-12 00:00:00.000
1436916,2020-10-25 00:00:00.000
1436917,2020-09-21 00:00:00.000
1436918,2020-01-06 00:00:00.000
1436919,2020-02-20 00:00:00.000
1436920,2020-02-25 00:00:00.000
1436921,2020-08-18 00:00:00.000
1436923,2017-06-25 00:00:00.000
1436924,2018-06-09 00:00:00.000
1436927,2021-06-18 00:00:00.000
1436929,2017-01-05 00:00:00.000
1436930,2018-01-12 00:00:00.000
1436932,2020-01-05 00:00:00.000
1436933,2021-01-15 00:00:00.000
1436934,2016-12-07 00:00:00.000
1436935,2017-12-22 00:00:00.000
1436936,2018-12-26 00:00:00.000
1436937,2019-12-10 00:00:00.000
1436938,2020-12-13 00:00:00.000
1436939,2021-12-10 00:00:00.000
1436946,2017-01-21 00:00:00.000
1436947,2017-01-16 00:00:00.000
1436949,2017-01-19 00:00:00.000
1436951,2017-01-22 00:00:00.000
1436953,2018-01-23 00:00:00.000
1436954,2018-01-06 00:00:00.000
1436955,2018-01-14 00:00:00.000
1436956,2018-01-23 00:00:00.000
1436957,2018-01-18 00:00:00.000
1436958,2019-01-23 00:00:00.000
1436959,2019-01-23 00:00:00.000
1436960,2019-01-11 00:00:00.000
1436961,2019-01-20 00:00:00.000
1436962,2019-01-28 00:00:00.000
1436963,2019-01-23 00:00:00.000
1436964,2020-01-19 00:00:00.000
1436965,2020-01-27 00:00:00.000
1436966,2020-01-11 00:00:00.000
1436967,2020-01-08 00:00:00.000
1436968,2020-01-07 00:00:00.000
1436969,2020-01-25 00:00:00.000
1436970,2021-01-05 00:00:00.000
1436971,2021-01-22 00:00:00.000
1436972,2021-01-22 00:00:00.000
1436973,2021-01-04 00:00:00.000
1436974,2021-01-13 00:00:00.000
1436975,2021-01-11 00:00:00.000
1436980,2017-09-01 00:00:00.000
1436981,2017-09-08 00:00:00.000
1436982,2017-07-15 00:00:00.000
1436983,2018-10-06 00:00:00.000
1436984,2018-04-11 00:00:00.000
1436985,2018-03-20 00:00:00.000
1436986,2018-04-09 00:00:00.000
1436987,2019-05-20 00:00:00.000
1436988,2019-06-06 00:00:00.000
1436989,2019-04-05 00:00:00.000
1436990,2019-02-19 00:00:00.000
1436991,2019-04-14 00:00:00.000
1436992,2019-08-30 00:00:00.000
1436993,2019-05-28 00:00:00.000
1436994,2019-06-28 00:00:00.000
1436995,2020-03-28 00:00:00.000
1436996,2020-11-24 00:00:00.000
1436997,2020-02-02 00:00:00.000
1436998,2020-04-29 00:00:00.000
1437000,2020-10-08 00:00:00.000
1437001,2021-09-21 00:00:00.000
1437002,2021-05-29 00:00:00.000
1437003,2021-01-11 00:00:00.000
1437004,2021-09-03 00:00:00.000
1437005,2021-10-14 00:00:00.000
1437006,2021-04-17 00:00:00.000
1437007,2021-10-21 00:00:00.000
1437019,2016-11-30 00:00:00.000
1437020,2016-12-31 00:00:00.000
1437021,2017-02-03 00:00:00.000
1437022,2017-03-02 00:00:00.000
1437023,2017-04-04 00:00:00.000
1437024,2017-04-30 00:00:00.000
1437025,2017-06-01 00:00:00.000
1437026,2017-07-02 00:00:00.000
1437027,2017-07-31 00:00:00.000
1437028,2017-08-31 00:00:00.000
1437029,2017-10-02 00:00:00.000
1437030,2017-11-04 00:00:00.000
1437031,2017-12-02 00:00:00.000
1437032,2018-01-03 00:00:00.000
1437033,2018-02-04 00:00:00.000
1437034,2018-03-02 00:00:00.000
1437035,2018-04-04 00:00:00.000
1437036,2018-04-30 00:00:00.000
1437037,2018-06-02 00:00:00.000
1437038,2018-07-03 00:00:00.000
1437039,2018-08-01 00:00:00.000
1437040,2018-08-31 00:00:00.000
1437041,2018-10-02 00:00:00.000
1437042,2018-10-31 00:00:00.000
1437043,2018-12-04 00:00:00.000
1437044,2019-01-02 00:00:00.000
1437045,2019-02-02 00:00:00.000
1437046,2019-03-03 00:00:00.000
1437047,2019-04-02 00:00:00.000
1437048,2019-05-02 00:00:00.000
1437049,2019-06-01 00:00:00.000
1437050,2019-07-03 00:00:00.000
1437051,2019-07-31 00:00:00.000
1437052,2019-09-03 00:00:00.000
1437053,2019-10-04 00:00:00.000
1437054,2019-11-03 00:00:00.000
1437055,2019-12-02 00:00:00.000
1437056,2020-01-01 00:00:00.000
1437057,2020-02-04 00:00:00.000
1437058,2020-02-29 00:00:00.000
1437059,2020-04-03 00:00:00.000
1437060,2020-05-01 00:00:00.000
1437061,2020-06-02 00:00:00.000
1437062,2020-06-30 00:00:00.000
1437063,2020-07-31 00:00:00.000
1437064,2020-08-31 00:00:00.000
1437065,2020-10-01 00:00:00.000
1437066,2020-10-31 00:00:00.000
1437067,2020-12-03 00:00:00.000
1437068,2021-01-01 00:00:00.000
1437069,2021-02-04 00:00:00.000
1437070,2021-02-28 00:00:00.000
1437071,2021-04-04 00:00:00.000
1437072,2021-05-02 00:00:00.000
1437073,2021-06-02 00:00:00.000
1437074,2021-06-30 00:00:00.000
1437075,2021-08-03 00:00:00.000
1437076,2021-09-03 00:00:00.000
1437077,2021-10-04 00:00:00.000
1437078,2021-11-04 00:00:00.000
1437079,2021-12-01 00:00:00.000
1437080,2016-07-20 00:00:00.000
1437081,2016-08-21 00:00:00.000
1437082,2016-09-22 00:00:00.000
1437083,2016-10-18 00:00:00.000
1437084,2016-11-18 00:00:00.000
1437085,2016-12-18 00:00:00.000
1437086,2017-01-19 00:00:00.000
1437087,2017-02-15 00:00:00.000
