CardID	DispositionID	Type	IssuedDate	ExpirationDate
629	4018	Junior	2021-09-25	2024-09-25
630	4019	Classic	2021-09-18	2024-09-18
631	4061	Junior	2021-06-09	2024-06-09
632	4069	Classic	2021-11-19	2024-11-19
633	4078	Classic	2020-10-12	2023-10-12
634	4081	Junior	2021-09-22	2024-09-22
635	4083	Classic	2021-12-29	2024-12-29
636	4091	Junior	2021-11-09	2024-11-09
637	4094	Junior	2020-08-06	2023-08-06
638	4100	Gold	2020-10-14	2023-10-14
639	4112	Classic	2021-05-23	2024-05-23
640	4115	Classic	2021-07-14	2024-07-14
641	4116	Classic	2019-06-18	2022-06-18
642	4137	Classic	2019-12-13	2022-12-13
643	4157	Classic	2021-03-04	2024-03-04
644	4165	Classic	2021-06-05	2024-06-05
645	4166	Classic	2021-05-17	2024-05-17
646	4167	Classic	2021-06-17	2024-06-17
647	4171	Junior	2020-03-21	2023-03-21
648	4188	Classic	2020-11-18	2023-11-18
649	4190	Classic	2021-05-29	2024-05-29
650	4194	Classic	2020-10-26	2023-10-26
651	4201	Junior	2019-08-02	2022-08-02
652	4211	Classic	2018-06-16	2021-06-16
653	4212	Classic	2021-09-16	2024-09-16
654	4230	Classic	2021-12-21	2024-12-21
655	4231	Classic	2021-02-13	2024-02-13
656	4235	Classic	2020-10-08	2023-10-08
657	4246	Junior	2021-12-02	2024-12-02
658	4251	Classic	2017-12-25	2020-12-25
659	4258	Classic	2021-01-08	2024-01-08
660	4265	Junior	2020-08-19	2023-08-19
661	4270	Classic	2018-07-03	2021-07-03
662	4293	Classic	2018-05-09	2021-05-09
663	4295	Classic	2020-08-06	2023-08-06
664	4316	Classic	2020-10-22	2023-10-22
665	4318	Classic	2020-03-24	2023-03-24
666	4328	Junior	2018-12-25	2021-12-25
667	4333	Classic	2020-01-31	2023-01-31
668	4340	Classic	2020-01-14	2023-01-14
669	4341	Classic	2021-06-19	2024-06-19
670	4343	Classic	2019-08-08	2022-08-08
671	4345	Classic	2020-09-17	2023-09-17
672	4349	Classic	2021-03-07	2024-03-07
673	4353	Junior	2019-08-31	2022-08-31
674	4360	Classic	2021-12-28	2024-12-28
675	4376	Classic	2020-06-23	2023-06-23
676	4380	Classic	2021-09-30	2024-09-30
677	4382	Junior	2021-12-01	2024-12-01
678	4405	Gold	2020-01-20	2023-01-20
679	4416	Classic	2020-03-06	2023-03-06
680	4417	Classic	2021-04-29	2024-04-29
681	4426	Classic	2020-01-22	2023-01-22
682	4429	Classic	2021-10-11	2024-10-11
683	4437	Classic	2021-08-05	2024-08-05
684	4457	Classic	2021-08-11	2024-08-11
685	4467	Classic	2021-12-29	2024-12-29
687	4471	Classic	2021-07-14	2024-07-14
688	4472	Classic	2020-08-01	2023-08-01
689	4473	Classic	2021-01-15	2024-01-15
690	4479	Classic	2019-11-07	2022-11-07
691	4492	Classic	2021-12-16	2024-12-16
692	4493	Classic	2021-12-08	2024-12-08
693	4495	Junior	2021-11-03	2024-11-03
694	4504	Classic	2020-07-24	2023-07-24
695	4507	Classic	2018-12-15	2021-12-15
696	4516	Classic	2021-07-05	2024-07-05
697	4518	Classic	2019-12-11	2022-12-11
698	4522	Gold	2020-10-07	2023-10-07
699	4532	Classic	2018-09-26	2021-09-26
700	4533	Junior	2021-05-22	2024-05-22
701	4534	Classic	2021-06-24	2024-06-24
702	4543	Classic	2021-08-30	2024-08-30
703	4546	Classic	2020-09-17	2023-09-17
704	4553	Gold	2021-11-21	2024-11-21
705	4555	Classic	2018-07-12	2021-07-12
706	4559	Gold	2020-01-16	2023-01-16
707	4560	Classic	2020-11-21	2023-11-21
708	4568	Junior	2019-09-24	2022-09-24
709	4587	Junior	2020-04-11	2023-04-11
710	4588	Junior	2019-12-10	2022-12-10
711	4592	Classic	2021-08-19	2024-08-19
713	4627	Classic	2018-09-30	2021-09-30
714	4638	Classic	2020-01-09	2023-01-09
715	4639	Junior	2021-12-08	2024-12-08
716	4651	Junior	2021-06-11	2024-06-11
717	4654	Classic	2021-05-19	2024-05-19
718	4660	Classic	2020-08-12	2023-08-12
719	4663	Classic	2018-06-24	2021-06-24
720	4674	Junior	2021-02-09	2024-02-09
721	4680	Junior	2017-04-05	2020-04-05
722	4684	Classic	2019-11-14	2022-11-14
723	4699	Classic	2020-12-15	2023-12-15
724	4701	Gold	2021-01-27	2024-01-27
725	4715	Junior	2019-03-30	2022-03-30
726	4721	Classic	2021-02-26	2024-02-26
727	4723	Classic	2021-07-19	2024-07-19
728	4725	Classic	2021-12-24	2024-12-24
729	4740	Junior	2020-01-22	2023-01-22
730	4749	Classic	2020-05-02	2023-05-02
731	4751	Classic	2019-06-23	2022-06-23
732	4763	Classic	2017-07-21	2020-07-21
733	4764	Junior	2020-06-30	2023-06-30
734	4765	Classic	2021-05-01	2024-05-01
735	4772	Classic	2021-12-19	2024-12-19
736	4789	Classic	2019-08-03	2022-08-03
737	4791	Classic	2018-04-13	2021-04-13
738	4808	Junior	2021-07-02	2024-07-02
739	4821	Classic	2020-12-03	2023-12-03
740	4823	Junior	2021-07-28	2024-07-28
741	4832	Classic	2019-09-11	2022-09-11
742	4833	Classic	2021-11-10	2024-11-10
743	4862	Gold	2021-10-18	2024-10-18
744	4863	Classic	2021-10-02	2024-10-02
746	4901	Classic	2021-11-04	2024-11-04
747	4915	Classic	2017-02-05	2020-02-05
748	4923	Classic	2020-06-16	2023-06-16
749	4929	Classic	2021-10-19	2024-10-19
750	4937	Classic	2021-10-24	2024-10-24
751	4941	Junior	2021-10-15	2024-10-15
752	4944	Junior	2021-09-06	2024-09-06
753	4974	Classic	2021-12-25	2024-12-25
754	4976	Junior	2021-10-10	2024-10-10
755	5002	Classic	2021-04-16	2024-04-16
756	5012	Classic	2021-05-18	2024-05-18
757	5013	Junior	2021-05-22	2024-05-22
758	5016	Classic	2021-09-21	2024-09-21
759	5117	Junior	2018-04-18	2021-04-18
760	5126	Classic	2021-01-19	2024-01-19
761	5128	Gold	2021-04-23	2024-04-23
762	5132	Classic	2020-11-10	2023-11-10
763	5138	Junior	2017-12-30	2020-12-30
764	5159	Classic	2019-05-29	2022-05-29
765	5175	Classic	2021-09-29	2024-09-29
766	5200	Classic	2018-02-11	2021-02-11
767	5204	Classic	2020-09-14	2023-09-14
768	5223	Classic	2021-07-06	2024-07-06
769	5224	Classic	2021-10-20	2024-10-20
770	5232	Classic	2021-06-15	2024-06-15
771	5233	Classic	2019-01-08	2022-01-08
772	5243	Classic	2019-10-30	2022-10-30
773	5245	Classic	2021-11-18	2024-11-18
774	5249	Classic	2020-12-25	2023-12-25
775	5253	Gold	2021-04-11	2024-04-11
776	5263	Classic	2019-10-19	2022-10-19
778	5275	Classic	2018-01-02	2021-01-02
779	5323	Junior	2018-05-21	2021-05-21
780	5333	Classic	2021-07-29	2024-07-29
781	5366	Classic	2020-07-07	2023-07-07
782	5376	Classic	2021-09-29	2024-09-29
783	5433	Junior	2018-10-24	2021-10-24
784	5461	Classic	2021-03-24	2024-03-24
785	5468	Classic	2021-06-16	2024-06-16
786	5478	Classic	2019-12-31	2022-12-31
791	5521	Classic	2020-05-12	2023-05-12
792	5526	Classic	2021-10-11	2024-10-11
795	5563	Classic	2021-08-02	2024-08-02
796	5579	Classic	2021-02-20	2024-02-20
801	5684	Classic	2020-06-15	2023-06-15
803	5727	Classic	2021-01-19	2024-01-19
813	5873	Junior	2019-10-28	2022-10-28
814	5911	Classic	2019-02-15	2022-02-15
819	5978	Gold	2021-12-06	2024-12-06
820	6039	Classic	2021-11-10	2024-11-10
823	6178	Classic	2021-06-05	2024-06-05
824	6196	Classic	2021-04-29	2024-04-29
829	6255	Classic	2021-12-22	2024-12-22
831	6275	Classic	2021-06-29	2024-06-29
833	6299	Classic	2021-08-01	2024-08-01
834	6301	Classic	2021-08-21	2024-08-21
841	6468	Classic	2020-03-06	2023-03-06
844	6567	Junior	2021-03-04	2024-03-04
847	6610	Classic	2020-05-20	2023-05-20
850	6644	Classic	2020-01-16	2023-01-16
854	6753	Classic	2019-10-07	2022-10-07
855	6764	Classic	2021-10-24	2024-10-24
857	6789	Junior	2021-10-25	2024-10-25
863	6906	Classic	2021-06-12	2024-06-12
874	7127	Gold	2020-10-07	2023-10-07
880	7186	Classic	2021-09-17	2024-09-17
882	7195	Classic	2019-09-11	2022-09-11
884	7286	Gold	2020-07-31	2023-07-31
886	7325	Classic	2021-12-15	2024-12-15
890	7422	Classic	2019-09-08	2022-09-08
891	7434	Classic	2020-12-23	2023-12-23
896	7567	Classic	2020-09-18	2023-09-18
897	7576	Classic	2021-01-18	2024-01-18
904	7672	Classic	2021-01-22	2024-01-22
906	7683	Gold	2021-05-18	2024-05-18
918	7796	Classic	2021-04-27	2024-04-27
923	7855	Classic	2021-09-24	2024-09-24
924	7862	Classic	2021-12-24	2024-12-24
933	7959	Junior	2021-04-21	2024-04-21
936	8030	Classic	2020-08-02	2023-08-02
939	8217	Junior	2020-05-29	2023-05-29
942	8295	Classic	2020-12-02	2023-12-02
945	8342	Junior	2019-05-09	2022-05-09
946	8359	Junior	2021-02-28	2024-02-28
947	8366	Classic	2020-11-08	2023-11-08
951	8392	Classic	2021-08-16	2024-08-16
956	8502	Classic	2021-09-30	2024-09-30
957	8506	Junior	2021-10-16	2024-10-16
965	8636	Classic	2021-04-02	2024-04-02
977	8968	Classic	2019-05-08	2022-05-08
989	9119	Classic	2019-02-21	2022-02-21
991	9149	Junior	2021-07-01	2024-07-01
1001	9247	Classic	2021-11-20	2024-11-20
1002	9261	Classic	2021-07-09	2024-07-09
1003	9274	Classic	2021-08-09	2024-08-09
1005	9285	Classic	2016-11-07	2019-11-07
1007	9333	Gold	2021-09-25	2024-09-25
1009	9409	Gold	2020-06-14	2023-06-14
1010	9413	Classic	2019-10-27	2022-10-27
1014	9452	Classic	2019-11-02	2022-11-02
1016	9525	Classic	2020-10-28	2023-10-28
1022	9606	Classic	2020-12-13	2023-12-13
1023	9621	Classic	2021-08-30	2024-08-30
1024	9622	Classic	2021-09-20	2024-09-20
1025	9625	Classic	2020-09-08	2023-09-08
1035	9732	Classic	2021-10-11	2024-10-11
1036	9735	Classic	2020-01-17	2023-01-17
1038	9787	Junior	2018-03-30	2021-03-30
1039	9837	Classic	2018-01-07	2021-01-07
1040	9890	Junior	2018-05-28	2021-05-28
1043	9974	Junior	2019-08-14	2022-08-14
1055	10171	Classic	2019-07-24	2022-07-24
1056	10220	Classic	2020-11-06	2023-11-06
1059	10235	Classic	2020-07-29	2023-07-29
1064	10328	Classic	2019-02-17	2022-02-17
1070	10490	Junior	2021-11-08	2024-11-08
1076	10604	Gold	2021-07-27	2024-07-27
1081	10696	Classic	2021-12-25	2024-12-25
1087	10887	Classic	2019-10-06	2022-10-06
1093	11011	Classic	2020-01-20	2023-01-20
1095	11023	Gold	2020-07-28	2023-07-28
1098	11063	Classic	2021-09-01	2024-09-01
1100	11101	Junior	2019-04-10	2022-04-10
1102	11183	Classic	2021-04-25	2024-04-25
1103	11189	Classic	2018-11-04	2021-11-04
1105	11237	Classic	2020-12-13	2023-12-13
1111	11288	Classic	2019-12-31	2022-12-31
1115	11375	Junior	2020-10-03	2023-10-03
1118	11393	Classic	2020-01-02	2023-01-02
1134	11742	Classic	2019-05-31	2022-05-31
1137	11771	Gold	2021-12-01	2024-12-01
1138	11825	Classic	2020-06-29	2023-06-29
1139	11836	Junior	2019-03-26	2022-03-26
1150	12020	Classic	2021-08-25	2024-08-25
1154	12070	Classic	2021-09-05	2024-09-05
1155	12088	Classic	2021-08-01	2024-08-01
1164	12269	Classic	2019-08-12	2022-08-12
1165	12291	Classic	2021-11-08	2024-11-08
1167	12335	Classic	2021-07-18	2024-07-18
1169	12354	Classic	2021-11-30	2024-11-30
1173	12442	Classic	2020-05-08	2023-05-08
1175	12494	Classic	2021-11-24	2024-11-24
1176	12502	Gold	2019-07-03	2022-07-03
1177	12535	Gold	2021-12-06	2024-12-06
1178	12542	Classic	2020-06-19	2023-06-19
1187	12635	Gold	2019-07-17	2022-07-17
1188	12678	Classic	2021-09-19	2024-09-19
1189	12683	Classic	2021-03-17	2024-03-17
1192	12736	Classic	2021-07-02	2024-07-02
1193	12743	Classic	2021-10-01	2024-10-01
1194	12781	Junior	2021-04-30	2024-04-30
1195	12787	Gold	2021-09-04	2024-09-04
1196	12805	Classic	2020-06-27	2023-06-27
1199	12826	Classic	2021-03-09	2024-03-09
1203	12893	Classic	2020-09-26	2023-09-26
1216	13097	Classic	2021-05-26	2024-05-26
1217	13098	Junior	2021-08-09	2024-08-09
1220	13160	Classic	2020-08-08	2023-08-08
1223	13231	Junior	2018-05-02	2021-05-02
1225	13268	Classic	2018-11-22	2021-11-22
1230	13312	Classic	2021-03-08	2024-03-08
1233	13382	Classic	2019-07-06	2022-07-06
1234	13386	Classic	2020-11-28	2023-11-28
1239	13442	Junior	2021-02-02	2024-02-02
1247	13660	Classic	2018-06-13	2021-06-13
